v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,target
56,admin.,married,secondary,no,550,yes,no,cellular,12,may,398,2,-1,0,unknown,0
35,technician,divorced,tertiary,no,4515,yes,no,cellular,19,nov,98,2,-1,0,unknown,0
32,technician,married,secondary,no,0,yes,yes,cellular,10,jul,428,1,-1,0,unknown,0
33,student,single,secondary,no,706,yes,no,cellular,4,feb,291,2,-1,0,unknown,0
31,management,single,tertiary,no,3283,no,no,cellular,2,feb,258,1,73,1,failure,1
28,blue-collar,married,primary,no,113,yes,no,unknown,8,may,534,2,-1,0,unknown,0
27,blue-collar,single,secondary,no,-46,yes,no,cellular,3,dec,97,3,199,8,other,0
26,management,single,tertiary,no,1004,yes,no,unknown,30,may,228,2,-1,0,unknown,1
43,blue-collar,divorced,primary,no,75,yes,no,cellular,9,jul,118,1,-1,0,unknown,0
44,blue-collar,married,primary,no,10,yes,no,cellular,17,jul,196,1,-1,0,unknown,0
24,blue-collar,single,secondary,no,77,yes,no,unknown,16,may,236,2,-1,0,unknown,0
34,technician,single,tertiary,no,612,no,no,cellular,28,aug,81,1,95,1,failure,0
37,blue-collar,married,secondary,no,2066,yes,yes,cellular,21,nov,10,7,113,5,failure,0
46,blue-collar,married,primary,no,530,yes,no,unknown,6,may,739,3,-1,0,unknown,0
33,blue-collar,divorced,secondary,no,865,yes,no,cellular,18,may,158,2,-1,0,unknown,0
31,technician,single,secondary,no,137,no,no,cellular,27,aug,27,14,-1,0,unknown,0
41,admin.,single,secondary,no,812,no,yes,unknown,11,jun,583,4,-1,0,unknown,1
51,blue-collar,divorced,primary,no,5,no,no,cellular,29,jul,600,2,-1,0,unknown,1
44,unemployed,married,secondary,no,0,no,no,cellular,21,nov,175,4,-1,0,unknown,0
44,technician,married,secondary,no,7863,no,no,cellular,26,aug,59,6,-1,0,unknown,0
49,management,divorced,tertiary,no,4961,yes,no,cellular,3,feb,298,2,231,1,failure,0
33,management,married,primary,no,91,no,yes,cellular,25,jul,113,3,-1,0,unknown,0
46,blue-collar,single,primary,no,501,yes,no,cellular,6,may,207,1,-1,0,unknown,0
27,student,single,tertiary,no,5741,no,no,cellular,22,feb,368,1,185,2,failure,0
28,admin.,married,secondary,no,170,yes,yes,unknown,21,may,492,1,-1,0,unknown,0
35,unemployed,married,primary,no,3,no,no,cellular,24,jul,90,1,-1,0,unknown,0
58,blue-collar,married,primary,no,1596,yes,no,cellular,12,may,470,2,-1,0,unknown,0
28,blue-collar,single,secondary,no,0,yes,no,cellular,8,may,191,3,-1,0,unknown,0
39,self-employed,married,secondary,no,4722,yes,no,unknown,17,jun,483,1,-1,0,unknown,0
32,blue-collar,married,secondary,no,320,yes,no,unknown,6,may,198,2,-1,0,unknown,0
46,services,married,tertiary,no,523,yes,no,cellular,17,apr,172,1,-1,0,unknown,0
25,student,single,unknown,no,722,no,no,telephone,21,apr,623,2,-1,0,unknown,1
38,management,single,tertiary,no,5244,no,no,cellular,8,aug,310,4,-1,0,unknown,0
30,blue-collar,married,secondary,no,2583,yes,no,cellular,14,may,436,3,-1,0,unknown,0
46,management,married,secondary,no,1363,yes,yes,cellular,7,may,60,4,-1,0,unknown,0
59,services,married,primary,no,4295,no,no,telephone,29,jul,129,3,-1,0,unknown,0
36,self-employed,single,secondary,no,245,yes,no,cellular,20,apr,8,2,-1,0,unknown,0
45,technician,married,tertiary,no,121,no,no,cellular,18,aug,835,4,-1,0,unknown,0
51,housemaid,divorced,primary,no,336,no,no,unknown,17,jun,105,1,-1,0,unknown,0
35,management,married,tertiary,no,2088,yes,no,cellular,1,oct,86,1,50,4,failure,0
47,admin.,married,secondary,no,407,yes,no,unknown,5,jun,67,12,-1,0,unknown,0
36,admin.,single,secondary,no,1328,no,no,cellular,30,jul,69,9,-1,0,unknown,0
35,management,single,tertiary,no,467,yes,no,cellular,14,aug,82,2,-1,0,unknown,0
38,services,married,tertiary,no,1324,yes,no,cellular,3,feb,178,1,-1,0,unknown,0
30,blue-collar,married,secondary,no,246,yes,no,cellular,17,apr,191,1,150,7,failure,0
44,management,divorced,tertiary,no,935,no,no,cellular,11,aug,70,5,-1,0,unknown,0
47,admin.,divorced,secondary,no,207,yes,no,cellular,2,feb,244,1,271,4,failure,0
38,admin.,married,secondary,no,-33,no,no,cellular,29,jan,162,1,-1,0,unknown,0
29,admin.,single,tertiary,no,4737,yes,no,unknown,3,jun,226,1,-1,0,unknown,0
32,self-employed,married,tertiary,no,1464,no,no,telephone,14,aug,133,2,-1,0,unknown,0
54,retired,divorced,tertiary,no,0,no,no,unknown,13,may,618,1,-1,0,unknown,1
32,management,married,tertiary,no,2431,yes,no,cellular,14,may,646,5,-1,0,unknown,1
54,technician,married,secondary,no,1938,no,yes,cellular,28,jul,551,3,-1,0,unknown,1
55,housemaid,divorced,primary,no,976,no,no,cellular,28,jun,345,1,94,3,other,1
38,services,married,secondary,no,797,yes,no,cellular,20,apr,62,4,-1,0,unknown,0
31,technician,married,secondary,no,84,no,no,cellular,15,may,264,2,-1,0,unknown,0
25,student,single,secondary,no,679,no,no,cellular,25,oct,297,5,94,6,other,1
54,management,married,secondary,no,282,yes,yes,unknown,5,may,154,1,-1,0,unknown,0
33,management,single,tertiary,no,206,no,no,cellular,21,aug,231,3,-1,0,unknown,0
74,retired,divorced,primary,no,166,no,no,cellular,13,aug,99,1,-1,0,unknown,0
37,management,married,tertiary,no,2987,yes,no,telephone,16,nov,135,8,96,1,success,0
36,technician,married,secondary,no,1508,no,no,cellular,29,jan,187,2,185,8,failure,0
33,admin.,married,secondary,no,394,yes,no,telephone,1,sep,104,3,-1,0,unknown,0
29,unemployed,single,secondary,no,486,no,no,telephone,30,apr,95,1,-1,0,unknown,0
28,admin.,married,secondary,no,629,yes,no,cellular,29,jan,107,1,245,2,other,0
27,technician,single,secondary,no,643,no,no,telephone,14,oct,301,1,93,1,success,1
34,management,married,tertiary,no,-123,yes,no,cellular,14,jul,64,3,-1,0,unknown,0
31,services,single,secondary,no,211,no,no,cellular,29,jan,226,2,-1,0,unknown,0
38,blue-collar,married,secondary,no,1556,yes,no,cellular,12,may,191,3,-1,0,unknown,0
34,entrepreneur,divorced,tertiary,no,338,yes,no,unknown,9,may,162,2,-1,0,unknown,0
34,technician,single,tertiary,no,482,yes,no,cellular,20,apr,69,3,-1,0,unknown,0
36,blue-collar,married,secondary,no,1482,yes,no,cellular,21,nov,154,1,-1,0,unknown,0
36,technician,single,secondary,no,159,yes,no,cellular,22,aug,251,4,-1,0,unknown,0
34,services,married,secondary,no,-538,yes,no,unknown,26,may,682,1,-1,0,unknown,1
38,blue-collar,married,primary,no,-854,yes,no,unknown,2,jun,194,4,-1,0,unknown,0
51,management,married,tertiary,no,2814,no,no,cellular,3,feb,178,1,-1,0,unknown,0
46,management,divorced,unknown,no,2,yes,no,unknown,6,may,187,1,-1,0,unknown,0
32,admin.,single,tertiary,no,170,no,no,cellular,18,nov,74,1,-1,0,unknown,0
36,management,single,tertiary,no,538,no,no,cellular,23,jun,339,1,183,5,success,1
49,self-employed,married,primary,no,5711,no,no,cellular,20,nov,89,1,-1,0,unknown,0
41,blue-collar,single,secondary,no,363,yes,no,unknown,8,may,183,3,-1,0,unknown,0
34,management,married,tertiary,no,1273,no,no,unknown,11,aug,93,2,-1,0,unknown,0
50,management,married,tertiary,no,1612,no,no,cellular,15,sep,188,1,92,4,success,0
56,admin.,married,primary,no,0,yes,no,cellular,3,apr,353,2,227,4,failure,0
57,management,married,tertiary,no,256,no,no,cellular,6,mar,227,1,-1,0,unknown,1
32,services,single,secondary,no,-23,no,no,cellular,11,may,185,1,305,1,failure,0
43,services,single,unknown,no,193,yes,no,unknown,8,may,74,7,-1,0,unknown,0
65,retired,married,tertiary,no,1153,no,no,cellular,3,feb,224,1,-1,0,unknown,0
31,technician,single,secondary,no,845,yes,no,cellular,22,oct,168,2,-1,0,unknown,0
40,technician,married,secondary,yes,34,yes,no,unknown,2,jun,68,1,-1,0,unknown,0
56,admin.,married,unknown,no,1784,no,no,cellular,13,aug,71,2,-1,0,unknown,0
23,blue-collar,single,secondary,no,27,yes,no,unknown,2,jun,280,2,-1,0,unknown,0
39,services,single,secondary,no,1048,yes,no,cellular,14,may,149,1,-1,0,unknown,0
42,blue-collar,married,primary,no,191,yes,no,telephone,14,may,382,3,371,1,failure,0
30,services,married,secondary,no,-176,yes,no,cellular,30,jul,47,31,-1,0,unknown,0
43,technician,single,tertiary,no,58,no,no,cellular,22,aug,97,2,-1,0,unknown,0
35,technician,married,tertiary,no,75,no,no,cellular,28,aug,9,19,-1,0,unknown,0
57,blue-collar,married,unknown,no,4722,yes,no,unknown,18,jun,121,2,-1,0,unknown,0
45,technician,married,secondary,no,0,yes,no,telephone,21,nov,68,1,-1,0,unknown,0
27,blue-collar,single,primary,no,3955,yes,no,unknown,28,may,205,3,-1,0,unknown,0
31,blue-collar,single,primary,no,71,yes,no,cellular,20,apr,185,3,336,6,failure,0
49,technician,married,secondary,no,2718,no,no,unknown,19,may,114,2,-1,0,unknown,0
62,retired,married,secondary,no,3340,no,no,cellular,4,aug,259,1,35,1,failure,0
49,blue-collar,married,primary,no,361,yes,no,unknown,16,jun,513,2,-1,0,unknown,1
47,blue-collar,divorced,secondary,no,169,yes,no,cellular,8,may,141,2,-1,0,unknown,0
33,admin.,divorced,secondary,no,961,no,no,cellular,30,jan,308,2,-1,0,unknown,0
42,services,divorced,secondary,no,444,no,no,cellular,21,nov,171,1,-1,0,unknown,0
31,services,married,primary,no,-212,no,yes,cellular,20,nov,911,4,-1,0,unknown,0
34,technician,single,tertiary,no,2195,no,no,telephone,13,aug,490,3,-1,0,unknown,0
33,blue-collar,single,secondary,no,381,yes,no,cellular,7,may,1957,1,-1,0,unknown,0
47,technician,married,tertiary,no,151,yes,no,unknown,5,may,190,1,-1,0,unknown,0
31,admin.,single,secondary,no,40,no,no,cellular,4,aug,158,1,104,2,failure,0
34,management,single,tertiary,no,436,no,no,cellular,26,aug,312,2,-1,0,unknown,0
37,services,married,secondary,no,102,yes,no,cellular,31,jul,107,3,-1,0,unknown,0
23,student,single,tertiary,no,508,no,no,cellular,8,jun,544,1,-1,0,unknown,0
27,technician,married,secondary,no,1103,no,no,unknown,4,jun,123,1,-1,0,unknown,0
40,admin.,married,secondary,no,67,no,yes,unknown,20,jun,70,5,-1,0,unknown,0
36,blue-collar,married,primary,no,973,yes,yes,unknown,23,may,293,1,-1,0,unknown,0
32,admin.,single,secondary,no,1466,yes,no,unknown,12,may,264,2,-1,0,unknown,0
39,admin.,married,secondary,no,2319,no,no,cellular,21,nov,48,1,137,1,failure,0
50,technician,single,secondary,no,1811,no,no,cellular,8,jun,97,4,-1,0,unknown,0
40,management,married,tertiary,no,4675,no,no,cellular,9,sep,263,1,-1,0,unknown,0
28,blue-collar,married,secondary,no,-717,yes,no,unknown,28,may,148,3,-1,0,unknown,0
33,entrepreneur,married,tertiary,no,0,yes,yes,cellular,18,nov,114,1,-1,0,unknown,0
52,management,single,tertiary,no,741,no,no,cellular,7,aug,63,2,-1,0,unknown,0
73,retired,single,secondary,no,1050,no,no,cellular,4,mar,562,3,181,2,failure,1
30,admin.,married,secondary,no,358,no,no,cellular,28,jan,156,2,-1,0,unknown,0
20,student,single,unknown,no,457,no,no,cellular,16,jun,214,1,-1,0,unknown,0
30,blue-collar,divorced,primary,no,-258,yes,no,cellular,18,may,18,2,-1,0,unknown,0
30,blue-collar,married,primary,no,201,yes,no,cellular,31,aug,219,1,157,12,failure,1
34,management,married,tertiary,no,180,no,no,cellular,16,jun,298,3,-1,0,unknown,0
47,admin.,married,secondary,no,2152,no,no,cellular,2,feb,138,1,-1,0,unknown,0
56,services,married,secondary,no,467,no,yes,telephone,29,jul,105,8,-1,0,unknown,0
55,technician,married,tertiary,no,639,yes,no,telephone,13,may,992,5,370,3,other,0
57,entrepreneur,married,tertiary,no,7699,no,yes,cellular,16,jul,178,1,-1,0,unknown,0
44,services,divorced,secondary,no,396,yes,yes,unknown,7,may,396,4,-1,0,unknown,0
30,management,single,tertiary,no,2017,yes,no,cellular,18,may,213,4,-1,0,unknown,0
49,admin.,married,secondary,no,652,no,yes,unknown,17,jun,127,2,-1,0,unknown,0
54,blue-collar,married,secondary,no,5521,yes,no,cellular,7,apr,581,2,-1,0,unknown,0
42,unemployed,single,primary,no,8037,no,no,cellular,5,jun,92,2,-1,0,unknown,0
33,technician,married,secondary,no,2746,yes,no,cellular,18,nov,188,2,-1,0,unknown,0
35,blue-collar,married,secondary,no,1454,yes,no,telephone,20,apr,19,6,-1,0,unknown,0
53,admin.,married,secondary,no,-1601,no,yes,cellular,13,may,82,2,-1,0,unknown,0
24,admin.,single,secondary,no,1235,yes,yes,unknown,30,may,76,3,-1,0,unknown,0
57,blue-collar,divorced,secondary,no,1103,yes,no,cellular,15,jul,98,4,-1,0,unknown,0
42,technician,married,secondary,no,2980,no,no,unknown,20,jun,101,3,-1,0,unknown,0
36,unemployed,divorced,secondary,no,5,yes,no,cellular,8,jul,305,1,-1,0,unknown,0
33,housemaid,married,secondary,no,230,no,yes,cellular,29,aug,264,2,-1,0,unknown,0
57,management,married,secondary,no,39,yes,no,cellular,15,may,114,2,-1,0,unknown,0
81,retired,married,primary,no,1154,no,no,telephone,17,sep,231,1,-1,0,unknown,1
31,technician,single,secondary,no,4040,yes,no,unknown,2,jun,213,2,-1,0,unknown,0
32,admin.,married,primary,no,1351,yes,no,unknown,20,may,325,3,-1,0,unknown,0
31,technician,single,tertiary,no,7005,no,no,cellular,26,aug,171,4,-1,0,unknown,0
36,admin.,married,secondary,no,0,no,no,unknown,26,may,80,1,-1,0,unknown,0
34,services,single,secondary,no,4062,yes,yes,cellular,15,may,29,1,-1,0,unknown,0
65,retired,married,primary,no,3713,no,no,cellular,7,apr,43,3,-1,0,unknown,0
48,retired,married,primary,yes,-285,no,yes,cellular,19,nov,157,1,-1,0,unknown,0
46,management,single,tertiary,no,502,no,no,cellular,25,jul,18,2,-1,0,unknown,0
48,management,married,tertiary,no,1167,yes,yes,cellular,26,jan,122,4,50,4,other,0
29,housemaid,married,tertiary,no,420,yes,no,unknown,28,may,95,3,-1,0,unknown,0
59,technician,married,secondary,no,2308,no,no,cellular,30,apr,815,1,87,1,other,1
34,technician,married,tertiary,no,352,yes,no,cellular,16,apr,288,3,324,1,other,0
40,management,single,tertiary,no,0,no,no,cellular,31,jul,162,5,-1,0,unknown,0
50,entrepreneur,married,primary,no,1327,no,yes,cellular,24,jul,325,1,-1,0,unknown,0
53,unemployed,married,secondary,yes,-233,yes,no,cellular,11,may,133,3,-1,0,unknown,0
37,entrepreneur,single,tertiary,no,65,no,no,cellular,21,nov,20,10,113,4,failure,0
49,admin.,married,secondary,no,635,no,no,cellular,25,aug,220,3,-1,0,unknown,0
53,admin.,divorced,tertiary,no,493,yes,yes,cellular,17,nov,64,3,-1,0,unknown,0
47,technician,divorced,secondary,no,1013,no,no,cellular,15,sep,170,1,92,3,failure,1
44,management,married,tertiary,no,423,no,no,cellular,3,jun,136,6,83,5,success,0
48,management,married,tertiary,no,732,no,no,cellular,13,aug,255,1,-1,0,unknown,0
55,admin.,married,secondary,no,139,yes,no,unknown,30,may,26,25,-1,0,unknown,0
60,management,married,tertiary,no,5990,yes,no,cellular,6,may,396,3,-1,0,unknown,1
45,housemaid,married,secondary,no,513,no,no,unknown,9,jun,126,3,-1,0,unknown,0
38,blue-collar,divorced,secondary,no,887,yes,no,cellular,7,may,722,1,-1,0,unknown,0
44,blue-collar,married,secondary,no,630,no,no,cellular,30,apr,192,2,-1,0,unknown,0
42,housemaid,married,primary,yes,16,no,no,unknown,11,jun,79,1,-1,0,unknown,0
54,services,married,secondary,no,2681,no,no,telephone,29,jul,481,3,-1,0,unknown,0
30,blue-collar,married,primary,no,123,yes,no,cellular,15,may,55,4,-1,0,unknown,0
62,management,married,tertiary,no,3371,no,no,cellular,25,mar,187,1,178,2,success,1
40,services,married,secondary,no,884,no,no,cellular,15,jul,166,4,-1,0,unknown,0
37,self-employed,married,secondary,yes,0,no,yes,cellular,21,jul,320,1,-1,0,unknown,0
57,technician,married,tertiary,no,0,yes,yes,cellular,17,nov,142,1,-1,0,unknown,0
55,management,married,primary,no,113,no,no,cellular,12,aug,306,1,457,3,failure,1
44,blue-collar,single,unknown,no,0,yes,no,unknown,23,may,354,4,-1,0,unknown,0
37,technician,single,secondary,no,2442,no,no,cellular,16,feb,91,3,-1,0,unknown,1
44,management,divorced,primary,no,641,yes,no,cellular,5,feb,79,2,269,3,other,0
36,entrepreneur,single,tertiary,no,658,yes,no,unknown,16,jun,61,3,-1,0,unknown,0
33,blue-collar,married,secondary,no,-45,yes,no,unknown,26,may,240,2,-1,0,unknown,0
28,management,married,secondary,no,292,yes,no,unknown,28,may,507,1,-1,0,unknown,1
32,management,married,tertiary,no,3158,no,yes,cellular,5,aug,142,1,-1,0,unknown,0
58,management,married,tertiary,no,313,no,no,unknown,11,jun,204,2,-1,0,unknown,0
49,technician,married,secondary,no,4772,no,no,cellular,18,aug,157,3,-1,0,unknown,0
52,services,divorced,secondary,no,2455,no,no,telephone,21,nov,76,1,119,1,failure,0
32,entrepreneur,married,secondary,no,1996,yes,no,cellular,18,nov,271,1,-1,0,unknown,0
32,technician,single,tertiary,no,388,no,no,cellular,2,aug,100,8,95,3,success,0
33,management,single,tertiary,no,0,yes,no,cellular,2,feb,116,3,-1,0,unknown,0
44,technician,married,secondary,no,533,yes,no,cellular,18,nov,127,1,110,2,failure,0
34,services,married,secondary,no,790,yes,no,cellular,20,apr,579,2,350,1,failure,0
57,admin.,married,secondary,no,4168,yes,yes,unknown,16,may,47,1,-1,0,unknown,0
30,blue-collar,married,secondary,no,1717,yes,no,cellular,14,may,197,3,-1,0,unknown,0
53,management,married,tertiary,no,652,no,no,unknown,5,jun,91,1,-1,0,unknown,0
52,services,divorced,secondary,no,1527,no,yes,cellular,20,nov,276,1,122,1,other,0
38,technician,single,secondary,no,372,no,no,unknown,23,may,59,3,-1,0,unknown,0
34,management,married,tertiary,no,889,yes,no,cellular,24,jul,539,1,-1,0,unknown,0
39,blue-collar,married,secondary,no,180,yes,no,cellular,16,apr,237,1,-1,0,unknown,0
46,technician,married,secondary,no,1,no,yes,cellular,20,nov,200,1,-1,0,unknown,0
26,admin.,married,secondary,no,5231,no,yes,cellular,17,jul,222,2,-1,0,unknown,0
29,technician,single,secondary,no,674,no,no,cellular,30,apr,483,1,13,5,success,1
52,blue-collar,divorced,primary,no,-97,yes,yes,unknown,9,may,167,4,-1,0,unknown,0
42,blue-collar,married,primary,no,692,no,yes,unknown,19,jun,207,1,-1,0,unknown,0
32,blue-collar,single,secondary,no,1721,yes,no,cellular,19,nov,184,2,182,2,failure,0
43,technician,single,tertiary,no,16,yes,no,unknown,12,may,282,4,-1,0,unknown,0
25,services,single,unknown,no,-501,yes,yes,unknown,18,jun,156,3,-1,0,unknown,0
29,blue-collar,married,secondary,no,162,yes,no,cellular,15,jul,126,3,-1,0,unknown,0
45,technician,married,secondary,no,1732,no,no,cellular,7,aug,163,2,-1,0,unknown,0
34,technician,married,secondary,no,800,yes,no,cellular,14,jul,103,3,-1,0,unknown,0
45,admin.,married,secondary,no,597,yes,yes,cellular,18,nov,188,2,-1,0,unknown,0
28,admin.,married,tertiary,no,364,yes,no,unknown,16,may,169,1,-1,0,unknown,0
48,housemaid,single,primary,no,1630,no,no,cellular,15,oct,125,1,-1,0,unknown,0
35,entrepreneur,married,secondary,no,2008,no,no,unknown,4,jun,178,6,-1,0,unknown,0
41,blue-collar,married,secondary,no,5060,no,no,cellular,4,may,963,1,83,3,success,1
37,blue-collar,married,primary,no,351,no,no,unknown,9,jun,108,1,-1,0,unknown,0
55,services,married,unknown,no,-45,yes,no,unknown,16,may,764,7,-1,0,unknown,0
30,blue-collar,married,secondary,no,521,yes,no,cellular,23,jul,76,17,-1,0,unknown,0
28,housemaid,single,secondary,no,1,yes,no,cellular,12,may,395,2,-1,0,unknown,0
39,technician,divorced,tertiary,yes,3,no,no,cellular,6,may,488,1,-1,0,unknown,1
37,management,single,tertiary,no,0,no,no,cellular,20,aug,225,5,-1,0,unknown,0
32,services,married,secondary,yes,-790,yes,no,unknown,3,jun,159,1,-1,0,unknown,0
32,management,single,tertiary,no,1625,yes,no,cellular,19,aug,451,6,-1,0,unknown,0
25,services,single,secondary,no,93,no,no,cellular,16,jul,130,1,-1,0,unknown,0
54,blue-collar,married,primary,no,162,yes,no,cellular,6,may,184,1,-1,0,unknown,0
31,services,married,primary,no,11,yes,no,cellular,8,may,174,2,-1,0,unknown,0
60,retired,divorced,tertiary,no,439,no,yes,cellular,25,may,464,1,321,1,failure,1
29,unemployed,divorced,tertiary,no,1718,yes,no,cellular,18,jul,579,2,-1,0,unknown,0
70,retired,married,primary,no,324,no,no,cellular,11,aug,632,1,308,6,other,1
41,blue-collar,divorced,secondary,no,-274,yes,no,cellular,8,may,279,1,-1,0,unknown,0
32,management,married,tertiary,no,3809,yes,no,unknown,27,may,50,5,-1,0,unknown,0
36,blue-collar,married,primary,no,711,yes,no,unknown,23,may,154,2,-1,0,unknown,0
54,blue-collar,married,secondary,no,844,no,no,telephone,5,feb,8,7,189,18,other,0
47,technician,married,primary,no,235,no,no,cellular,2,mar,136,2,203,1,other,1
35,services,married,secondary,no,240,yes,yes,cellular,11,may,161,2,-1,0,unknown,0
30,admin.,single,secondary,no,43,yes,no,cellular,14,may,91,1,370,2,failure,0
40,technician,married,tertiary,yes,-2827,yes,yes,cellular,31,jul,843,1,-1,0,unknown,0
37,blue-collar,married,primary,no,157,yes,no,unknown,30,may,833,8,-1,0,unknown,0
